# NOAA Paleoclimatology Program - Paleocean Site Data
# odp1143-tab.txt
# Complete Data
# File Created: 17-Apr-2006
#
#*********************************************************************************
# Please cite the contributor and the original publications when using these data
#*********************************************************************************
#
# Missing Values indicated by '-999'
#
# PI:             Jun Tian
# Core/Site:      ODP1143
# Latitude:       9.21.43N	( 9.36194)
# Longitude:      113.17.07E	( 113.2853)
# Water Depth(m): 2772
#
# Publications:
#   Tian J., P.X. Wang, X.R. Chen, Q.Y. Li. 2002. Astronomically tuned Plio-Pleistocene
#     benthic d18O records from South China Sea and Atlantic-Pacific comparison. Earth
#     and Planetary Science Letters, 203, issues 3-4, pp.1015-1029
#------------------
#
# Description & Notes:
#   South China Sea Benthic Foraminiferal Stable Isotope Data.
#   Cibicidoides wuellerstorfi studied were larger than 150 microns.
#
# Variables:
#             depth         Depth (cm)
#             yrBP          radiocarbon years B.P. (Libby half-life; B.P. = 1950)
#             d13Cc.wuell   delta C13 PDB (Cibicidoides wuellerstorfi)
#             d18Oc.wuell   delta O18 PDB (Cibicidoides wuellerstorfi)
#
# CORE: ODP1143
depth	yrBP 	d13Cc.wuell	d18Oc.wuell	
15992	3819450	-0.115	2.16	
16002	3820387	-0.201	2.128	
16012	3821325	-0.169	2.411	
16022	3822262	-0.042	2.331	
16032	3823200	0.067	2.147	
16042	3824137	-0.033	2.098	
16052	3825075	-0.162	2.304	
16062	3826012	0	2.06	
16072	3826950	-0.222	2.167	
16082	3827887	-0.259	2.251	
16092	3828825	-0.463	2.163	
16112	3830700	-0.634	2.418	
16122	3831637	-0.58	2.359	
16132	3832575	-0.49	2.648	
16142	3833512	-0.466	2.539	
16152	3834450	-0.259	2.4	
16162	3835387	-0.107	2.315	
16172	3836325	-0.22	1.99	
16182	3837262	-0.117	2.129	
16192	3838200	-0.15	2.023	
16202	3844500	-0.148	2.052	
16212	3850800	-0.097	2.216	
16232	3858943	-0.37	2.054	
16242	3863014	-0.602	2.374	
16252	3867085	-0.495	2.244	
16262	3871156	-0.562	2.553	
16272	3875228	-0.12	2.575	
16292	3891599	-0.215	2.206	
16302	3903899	-0.093	2.14	
16312	3907228	-0.446	2.383	
16322	3910556	-0.072	2.176	
16332	3913885	-0.127	2.252	
16342	3917214	-0.207	2.198	
16352	3920543	-0.157	2.285	
16362	3923871	-0.325	2.353	
16372	3927200	-0.223	2.195	
16382	3932750	-0.287	2.075	
16392	3938300	-0.308	2.246	
16402	3943437	-0.573	2.372	
16412	3948574	-0.67	2.407	
16422	3953711	-0.615	2.424	
16432	3958848	-0.265	2.406	
16450	3968094	-0.374	2.134	
16460	3973232	-0.435	2.259	
16470	3977461	-0.379	2.374	
16480	3980784	-0.262	2.455	
16490	3984107	-0.234	2.25	
16500	3987430	-0.07	2.271	
16510	3990753	0.072	1.732	
16520	3994076	-0.931	2.939	
16530	3997399	-0.702	2.939	
16540	4000940	-0.479	-999	
16550	4004480	0.007	2.308	
16560	4008020	0.047	2.379	
16570	4011559	-0.169	2.428	
16580	4015100	-0.258	2.515	
16590	4020159	-0.226	2.569	
16600	4025220	-0.276	2.49	
16610	4030280	-0.359	2.506	
16620	4035339	-0.429	2.507	
16630	4040399	-0.222	2.611	
16640	4044166	-0.174	2.425	
16650	4047933	-0.341	2.56	
16660	4051700	0.159	2.024	
16670	4055466	-0.127	2.348	
16680	4059233	-0.056	2.362	
16690	4063000	-0.095	2.268	
16700	4069923	-0.278	2.281	
16712	4078230	-0.26	2.302	
16722	4085154	-0.357	2.314	
16732	4092077	-0.399	2.46	
16742	4099000	-0.353	2.383	
16752	4100399	-0.302	2.417	
16762	4101799	-0.193	2.389	
16772	4103200	-0.174	2.201	
16782	4104600	0.028	2.24	
16792	4106000	0.086	2.185	
16802	4119501	-0.018	2.285	
16812	4133000	0.045	2.071	
16822	4137226	-0.309	2.163	
16833	4141874	-0.185	2.251	
16843	4146100	-0.124	2.24	
16853	4156049	-0.171	2.342	
16863	4166000	-0.051	2.314	
16873	4181851	-0.167	2.183	
16883	4197704	-0.29	2.326	
16893	4210169	-0.199	2.356	
16903	4214735	-0.203	2.192	
16913	4219302	-0.322	2.291	
16923	4223868	-0.175	2.307	
16933	4228434	-0.188	2.113	
16943	4233000	-0.217	2.367	
16953	4237762	-0.26	2.435	
16963	4242523	-0.348	2.41	
16973	4247285	-0.217	2.314	
16985	4253000	0.02	2.353	
16995	4269307	-0.271	2.105	
17005	4280294	-0.271	2.208	
17015	4289000	-0.205	2.314	
17025	4294286	-0.128	2.244	
17035	4299571	-0.056	2.263	
17045	4304856	-0.138	2.224	
17055	4310143	-0.172	2.149	
17065	4315428	-0.234	2.062	
17075	4320363	-0.264	2.336	
17085	4324772	-0.176	2.431	
17095	4329181	-0.141	2.297	
17105	4333591	-0.114	2.341	
17115	4338000	-0.175	2.036	
17125	4345113	-0.149	2.31	
17135	4352228	-0.264	1.985	
17145	4359340	-0.077	2.276	
17155	4366455	-0.162	2.214	
17159	4369299	-0.205	2.339	
17169	4377100	-0.218	2.178	
17179	4384899	-0.221	2.239	
17199	4401399	-0.319	2.191	
17209	4410299	-0.558	2.512	
17219	4419200	-0.312	2.389	
17229	4428100	-0.135	2.15	
17239	4433767	-0.327	2	
17249	4439434	-0.299	2.187	
17259	4445100	-0.276	1.943	
17269	4451000	-0.237	2.344	
17279	4456899	-0.254	2.163	
17289	4463289	-0.142	2.185	
17299	4469678	-0.186	2.202	
17309	4476066	-0.315	2.362	
17319	4481893	-0.361	2.366	
17329	4486874	-0.387	2.353	
17339	4491855	-0.452	2.525	
17349	4496837	-0.307	2.487	
17359	4501818	-0.08	2.332	
17369	4506799	-0.145	2.195	
17379	4512166	-0.076	2.262	
17389	4517532	-0.318	2.172	
17399	4522899	-0.261	2.181	
17419	4527911	-0.14	2.471	
17439	4532923	-0.235	2.247	
17449	4535429	-0.273	2.232	
17479	4542947	-0.345	2.504	
17489	4547566	-0.485	2.119	
17499	4554300	-0.171	2.33	
17509	4561033	-0.304	2.259	
17519	4565273	-0.9	2.674	
17539	4568769	-0.221	2.346	
17559	4572265	-0.248	2.283	
17569	4574013	-0.394	2.273	
17579	4575760	-0.388	2.261	
17589	4577508	-0.093	2.318	
17599	4579256	-0.205	2.171	
17609	4581004	-0.107	2.198	
17619	4582752	-0.158	2.376	
17629	4584500	-0.185	2.298	
17639	4590867	0.005	2.412	
17649	4597233	-0.467	1.985	
17659	4603600	-0.1	2.285	
17667	4605830	-0.257	2.433	
17677	4608619	-0.323	2.409	
17687	4611406	-0.282	2.396	
17697	4614194	-0.238	2.64	
17707	4616983	-0.112	2.376	
17717	4619771	-0.202	2.464	
17727	4622559	-0.125	2.242	
17737	4625347	0.027	2.352	
17757	4630923	-0.012	2.358	
17767	4633711	0.008	2.312	
17777	4636500	-0.025	2.326	
17787	4638179	0.131	2.344	
17797	4639859	-0.064	2.252	
17807	4641540	0.09	2.213	
17817	4643219	-0.232	2.346	
17827	4644899	-0.038	2.296	
17837	4648137	-0.024	2.324	
17847	4651374	-0.147	2.345	
17857	4654612	-0.277	2.379	
17867	4657849	0.001	2.308	
17877	4661087	-0.106	2.406	
17887	4664324	-0.198	2.166	
17897	4667562	-0.028	2.352	
17907	4670799	0.019	2.204	
17917	4673039	-0.003	2.337	
17927	4675279	-0.035	2.092	
17937	4677519	-0.12	2.304	
17947	4679759	-0.121	2.346	
17957	4682000	-0.194	2.052	
17967	4688019	-0.24	2.168	
17977	4694040	-0.255	2.503	
17987	4700059	-0.269	2.334	
17997	4706079	-0.062	2.249	
18007	4712100	-0.056	2.219	
18017	4714799	-0.051	2.095	
18027	4717500	-0.1	2.311	
18037	4720199	-0.163	2.257	
18047	4722899	-0.106	2.247	
18057	4725377	-0.084	2.263	
18067	4727853	-0.284	2.219	
18077	4730330	-0.209	2.528	
18087	4732807	-0.229	2.223	
18107	4737761	0.113	2.21	
18117	4740238	-0.198	2.458	
18127	4742715	-0.257	2.371	
18137	4745192	-0.01	2.4	
18147	4747669	-0.134	2.304	
18157	4750146	0.024	2.196	
18167	4752623	0.07	2.041	
18177	4755100	-0.049	2.111	
18187	4755950	-0.015	2.252	
18197	4756799	-0.248	2.125	
18207	4757649	0.018	2.49	
18217	4758500	-0.027	2.072	
18227	4761695	-0.05	2.282	
18237	4764890	-0.131	2.032	
18247	4768085	-0.375	2.442	
18257	4771280	-0.271	2.247	
18267	4774475	-0.181	2.541	
18277	4777670	-0.277	2.404	
18287	4780865	0.059	2.375	
18289	4781504	-0.135	2.226	
18299	4784700	-0.107	2.307	
18309	4789366	-0.139	2.155	
18319	4794033	-0.157	2.268	
18329	4798700	-0.126	2.302	
18339	4801550	-0.162	2.116	
18359	4807250	-0.268	2.475	
18369	4810100	-0.289	2.581	
18379	4812950	-0.346	2.471	
18399	4818650	-0.253	2.403	
18409	4821500	-0.201	2.421	
18419	4824350	-999	2.822	
18429	4827200	-0.106	2.218	
18439	4832233	-0.017	2.307	
18449	4837267	-0.101	2.319	
18459	4842299	-0.064	2.283	
18469	4847186	-0.186	2.286	
18479	4852071	-999	2.821	
18489	4856957	-0.792	2.769	
18499	4861843	-0.246	2.377	
18509	4866728	-0.383	2.309	
18529	4876500	-0.707	2.361	
18539	4878477	-0.284	2.51	
18547	4880058	-0.519	2.183	
18557	4882035	-0.16	2.093	
18567	4884011	-0.036	2.034	
18577	4886307	-1.007	2.844	
18597	4891538	-0.231	2.338	
18607	4894154	-0.088	2.205	
18617	4896769	-0.473	2.315	
18627	4899384	-0.072	2.31	
18637	4902000	-0.01	2.295	
18647	4908100	-0.201	2.222	
18657	4914200	-0.167	2.212	
18667	4920299	-0.362	1.984	
18677	4926399	-0.304	2.174	
18687	4929799	-0.319	2.325	
18697	4933199	-0.567	2.495	
18717	4940000	-0.683	2.417	
18727	4943400	-0.285	2.444	
18737	4946799	-0.311	2.378	
18747	4950200	-0.326	2.179	
18757	4953000	-0.274	2.243	
18767	4955799	-0.432	1.755	
18777	4958600	-0.316	2.2	
18787	4961399	-0.154	2.081	
18797	4964199	-0.14	2.05	
18807	4967000	-0.013	1.946	
18817	4968985	0.059	2.187	
18827	4970971	-0.366	2.335	
18837	4972957	-0.311	2.42	
18847	4974942	-0.313	2.266	
18857	4976928	-0.07	2.217	
18867	4978914	-0.115	2.23	
18877	4980899	-0.388	2.242	
18887	4982885	-0.207	2.279	
18897	4984871	-0.25	2.312	
18907	4986856	-0.313	2.419	
18917	4988842	-0.179	2.48	
18927	4990828	0.005	2.228	
18937	4992814	-0.234	2.334	
18947	4994800	0.037	2.317	
18957	4996784	-0.075	2.199	
18977	5000755	-0.529	2.028	
18987	5002741	-0.154	2.116	
18997	5004726	-0.254	2.231	
19007	5006711	-0.162	2.329	
19017	5008697	-0.292	2.414	
19027	5010682	-0.245	2.463	
19037	5012668	-0.165	2.557	
19047	5014653	-0.146	2.508	
19057	5016638	-0.132	2.271	
19077	5020609	-0.103	2.31	
